1.被觀察者的訊息傳達?,2.被觀察者的肢體語言?,3.被觀察者的動作和手勢?,4.被觀察者與人眼神接觸是?,5.被觀察者的聲音是?,6.被觀察者使用語助詞的頻繁度?,7.整體來說，被觀察者的說話效果如何?,8.描述你對這位被觀察者的整體心得?
很明確,不安,受限地,游移,猶豫不決地,6,4,祝你早日康復（拍拍
很明確,沉穩,受限地,游移,小心謹慎地,2,7,騎車真的要小心~~~注意安全!
很明確,不安,受限地,游移,小心謹慎地,2,7,
不夠集中,不安,受限地,游移,小心謹慎地,6,4,
很明確,不安,受限地,游移,小心謹慎地,6,6,內容很有趣
很明確,沉穩,受限地,游移,小心謹慎地,4,7,畫面有點暗，講話跟內容不錯。
不夠集中,沉穩,受限地,持續,,9,8,
,,,,,,,
很明確,有點暗、臉部特寫難觀察,清晰地,持續,堅定地,2,7,感覺是在聽被觀察者的小秘密
很明確,沉穩,清晰地,持續,堅定地,6,7,普通但是態度輕鬆
不夠集中,不安,清晰地,持續,堅定地,3,8,
很微弱,不安,清晰地,持續,小心謹慎地,5,5,
不夠集中,不安,受限地,,小心謹慎地,3,6,
很微弱,不安,受限地,游移,猶豫不決地,3,7,
很微弱,沉穩,受限地,游移,猶豫不決地,6,3,
,,,,,,,
很微弱,沉穩,受限地,游移,猶豫不決地,7,3,
很微弱,沉穩,受限地,游移,猶豫不決地,3,6,
很明確,沉穩,含糊地,持續,小心謹慎地,4,7,
很明確,沉穩,清晰地,游移,猶豫不決地,6,6,
很明確,不安,含糊地,游移,小心謹慎地,7,7,
很明確,沉穩,含糊地,持續,小心謹慎地,4,8,語速有點慢但表達很清晰，坐在外面是不是太冷了一直吸鼻涕
很明確,沉穩,清晰地,游移,堅定地,4,5,背景太黑，看不清楚臉，有點可惜。
很明確,不安,清晰地,持續,堅定地,10,10,
很明確,不安,受限地,游移,猶豫不決地,4,6,畫面好黑，語速偏慢，語句之間間格偏長，頓點太多，感覺可以再整理一下但語意傳達蠻清楚的。
很微弱,不安,受限地,游移,小心謹慎地,5,5,
很微弱,不安,,游移,猶豫不決地,6,5,
不夠集中,不安,含糊地,游移,小心謹慎地,6,6,
很明確,熱情,清晰地,持續,堅定地,1,9,
不夠集中,沒看到什麼肢體部分,含糊地,游移,猶豫不決地,5,7,風很大，不要感冒，他吸鼻涕會比較影響觀看感
很微弱,沉穩,受限地,游移,小心謹慎地,7,4,
很明確,沉穩,清晰地,持續,堅定地,5,7,
很微弱,不安,受限地,游移,小心謹慎地,5,7,主題不夠集中
很明確,沉穩,含糊地,游移,小心謹慎地,5,7,受過傷真的會變得珍惜原本擁有的
很明確,沉穩,受限地,持續,小心謹慎地,7,7,
很微弱,沉穩,受限地,游移,小心謹慎地,4,6,
不夠集中,不安,受限地,游移,堅定地,2,6,感覺有點緊張
